Id,reference
10001,34.2811
10002,44.5042
10003,34.5942
10004,72.0569
10005,62.3588
10006,59.81
10007,74.8642
10008,64.7961
10009,43.9835
10010,92.4884
10011,66.2287
10012,34.379
10013,40.6351
10014,67.6985
10015,34.133
10016,69.4995
10017,29.2929
10018,60.6462
10019,25.7209
10020,53.3154
10021,83.9338
10022,92.4388
10023,63.3733
10024,32.5385
10025,72.8846
10026,54.5815
10027,57.2193
10028,33.1005
10029,88.9127
10030,29.1045
10031,70.4777
10032,37.6655
10033,38.3443
10034,66.6383
10035,66.3522
10036,49.2495
10037,7.226
10038,17.306
10039,28.3774
10040,75.4547
10041,53.2882
10042,40.8312
10043,91.1701
10044,18.1023
10045,23.3485
10046,27.9433
10047,38.2692
10048,86.1573
10049,71.2419
10050,20.3775
10051,29.6324
10052,88.366
10053,52.0104
10054,92.2597
10055,79.0947
10056,45.0753
10057,24.5094
10058,76.0129
10059,54.3635
10060,63.537
10061,34.9802
10062,8.19443
10063,57.0652
10064,14.2575
10065,44.4668
10066,29.9
10067,67.3916
10068,82.4777
10069,86.8372
10070,36.3462
10071,29.1722
10072,31.7786
10073,31.13
10074,53.6914
10075,45.5989
10076,21.5534
10077,62.7375
10078,36.2318
10079,61.0912
10080,42.7015
10081,12.3266
10082,7.90322
10083,34.5475
10084,73.1475
10085,10.8681
10086,47.5034
10087,28.6676
10088,48.7108
10089,84.519
10090,84.241
10091,45.8385
10092,41.1534
10093,31.3325
10094,59.3012
10095,39.9789
10096,73.6202
10097,42.0771
10098,41.8126
10099,42.399
10100,28.7163
10101,86.8793
10102,29.4192
10103,88.3441
10104,83.4815
10105,45.9315
10106,10.4002
10107,65.838
10108,13.6679
10109,90.6203
10110,52.2851
10111,33.549
10112,41.6077
10113,30.2368
10114,32.4052
10115,97.0444
10116,59.3456
10117,21.7608
10118,13.6983
10119,12.2662
10120,48.0502
10121,78.7574
10122,34.7726
10123,55.8366
10124,75.1227
10125,30.8922
10126,31.3441
10127,82.8009
10128,44.4955
10129,18.8745
10130,49.9749
10131,19.9134
10132,35.7508
10133,29.7801
10134,29.8688
10135,41.722
10136,51.4088
10137,47.3367
10138,40.6145
10139,38.6991
10140,37.6215
10141,67.767
10142,37.6965
10143,64.17
10144,67.8832
10145,11.6746
10146,14.0793
10147,44.3974
10148,75.5513
10149,42.087
10150,84.3784
10151,7.29861
10152,83.2353
10153,36.0092
10154,78.5512
10155,54.0652
10156,86.4482
10157,91.1434
10158,89.2199
10159,66.8843
10160,34.075
10161,76.3572
10162,32.2576
10163,28.9697
10164,46.7351
10165,15.9734
10166,48.9018
10167,89.3395
10168,27.1133
10169,6.79612
10170,32.8949
10171,65.4217
10172,30.1891
10173,60.4167
10174,36.3451
10175,33.3996
10176,27.6443
10177,21.6386
10178,57.5405
10179,49.4353
10180,51.5126
10181,70.6355
10182,50.5867
10183,36.6134
10184,88.2846
10185,60.9998
10186,35.7394
10187,78.4765
10188,36.3539
10189,54.7437
10190,15.3431
10191,55.0854
10192,55.597
10193,10.9052
10194,34.1458
10195,10.4448
10196,58.3576
10197,67.6209
10198,20.5164
10199,49.2487
10200,48.2556
10201,27.948
10202,73.9986
10203,26.5495
10204,68.9869
10205,27.919
10206,63.8486
10207,75.5655
10208,21.4582
10209,51.5781
10210,30.1878
10211,41.3815
10212,23.8433
10213,39.844
10214,24.2999
10215,47.4611
10216,60.6711
10217,29.0547
10218,27.3341
10219,86.7817
10220,52.5902
10221,8.9464
10222,70.147
10223,65.759
10224,13.6452
10225,27.6943
10226,87.2438
10227,70.5944
10228,48.0043
10229,21.7082
10230,78.9711
10231,75.5949
10232,84.1271
10233,37.6299
10234,84.459
10235,45.8521
10236,12.3459
10237,86.023
10238,90.3075
10239,38.3407
10240,14.8371
10241,48.3864
10242,89.1507
10243,34.5006
10244,64.8521
10245,35.8751
10246,52.1373
10247,47.9311
10248,52.5991
10249,91.6455
10250,72.799
10251,42.3859
10252,27.8053
10253,48.2212
10254,54.1241
10255,48.3202
10256,11.562
10257,26.2552
10258,81.5073
10259,85.5163
10260,76.9535
10261,89.2912
10262,76.4937
10263,17.8413
10264,42.2236
10265,41.7884
10266,11.175
10267,34.7488
10268,29.7981
10269,51.9745
10270,44.3774
10271,51.5765
10272,56.7468
10273,34.7763
10274,25.4142
10275,9.97493
10276,48.0469
10277,51.5908
10278,86.6035
10279,28.1832
10280,55.6753
10281,59.4254
10282,67.071
10283,28.7448
10284,28.8696
10285,29.7664
10286,37.3271
10287,59.0886
10288,80.7732
10289,79.8122
10290,34.3851
10291,91.8179
10292,24.2233
10293,10.7919
10294,46.0707
10295,70.6185
10296,70.9299
10297,36.4435
10298,54.8694
10299,36.0966
10300,30.3882
10301,52.3889
10302,87.23
10303,27.8779
10304,56.319
10305,68.0005
10306,83.342
10307,8.24913
10308,90.3222
10309,85.1486
10310,23.3999
10311,93.3762
10312,42.6641
10313,56.0724
10314,12.7512
10315,60.244
10316,80.8338
10317,73.945
10318,39.4682
10319,58.2681
10320,74.1901
10321,72.4907
10322,29.6726
10323,34.5401
10324,42.9718
10325,68.118
10326,64.0992
10327,53.4809
10328,57.8785
10329,74.9217
10330,46.5465
10331,82.17
10332,47.3185
10333,29.9621
10334,41.2035
10335,65.9819
10336,52.3427
10337,27.5715
10338,19.2934
10339,26.4332
10340,63.4956
10341,76.5628
10342,81.5076
10343,27.5048
10344,63.1766
10345,86.3252
10346,45.3798
10347,31.681
10348,53.6493
10349,14.4549
10350,12.765
10351,74.7829
