Id,reference
10001,35.0748
10002,44.096
10003,34.7914
10004,72.1198
10005,62.364
10006,58.6978
10007,72.8355
10008,65.6157
10009,44.1083
10010,92.4476
10011,65.16
10012,32.5954
10013,42.3303
10014,66.9329
10015,34.1666
10016,69.0579
10017,28.7539
10018,61.0186
10019,26.1483
10020,52.5589
10021,85.643
10022,92.6599
10023,63.2745
10024,32.4279
10025,73.8654
10026,52.5588
10027,57.0725
10028,32.6812
10029,88.9189
10030,28.6714
10031,70.7971
10032,37.5132
10033,38.844
10034,67.9257
10035,64.736
10036,48.5785
10037,7.78717
10038,18.246
10039,27.8974
10040,75.4587
10041,54.586
10042,38.9584
10043,91.1697
10044,17.2509
10045,23.635
10046,27.31
10047,37.5393
10048,86.6176
10049,71.0217
10050,20.8623
10051,29.6887
10052,88.344
10053,51.5671
10054,91.7554
10055,78.3438
10056,44.4622
10057,23.8593
10058,75.743
10059,54.8705
10060,64.2901
10061,34.0221
10062,7.84505
10063,57.0533
10064,13.7738
10065,45.0015
10066,28.6181
10067,64.1486
10068,81.8499
10069,84.8502
10070,36.4927
10071,28.7601
10072,32.6771
10073,30.4891
10074,53.4409
10075,45.639
10076,20.088
10077,62.1342
10078,36.4652
10079,62.46
10080,42.4426
10081,12.7333
10082,7.22531
10083,34.2183
10084,73.3082
10085,10.5904
10086,46.4814
10087,27.3755
10088,50.0895
10089,84.3674
10090,83.7045
10091,45.6091
10092,40.9383
10093,31.3545
10094,58.714
10095,40.1663
10096,74.5028
10097,41.5834
10098,41.2313
10099,43.3548
10100,26.3029
10101,86.6744
10102,32.1957
10103,84.8267
10104,83.0921
10105,46.1526
10106,9.25871
10107,65.3398
10108,13.9069
10109,89.878
10110,51.887
10111,34.6127
10112,40.3816
10113,29.661
10114,30.868
10115,91.7302
10116,60.4787
10117,20.952
10118,14.0641
10119,12.4141
10120,48.3388
10121,78.7603
10122,34.6815
10123,57.0756
10124,74.712
10125,30.716
10126,31.2329
10127,82.3459
10128,46.5262
10129,18.2453
10130,50.2169
10131,19.2454
10132,35.6269
10133,30.9973
10134,29.8013
10135,41.6241
10136,51.093
10137,47.1433
10138,39.8066
10139,38.5312
10140,37.1093
10141,68.5777
10142,37.3807
10143,65.8911
10144,67.6859
10145,12.3857
10146,15.0493
10147,44.4311
10148,73.9753
10149,42.7023
10150,84.0975
10151,7.84108
10152,82.7594
10153,35.6355
10154,78.425
10155,54.0017
10156,87.8292
10157,91.6524
10158,88.9321
10159,65.6517
10160,33.6654
10161,77.4215
10162,30.8599
10163,29.6885
10164,46.1844
10165,16.5333
10166,48.3494
10167,88.0051
10168,27.0943
10169,8.3589
10170,33.8618
10171,65.4119
10172,30.4813
10173,60.1538
10174,34.9786
10175,33.1336
10176,29.5366
10177,21.3848
10178,56.5498
10179,49.0534
10180,51.7293
10181,70.6628
10182,51.1738
10183,36.0619
10184,87.8499
10185,61.0818
10186,35.286
10187,78.3386
10188,36.5558
10189,56.61
10190,15.0459
10191,54.4173
10192,54.6361
10193,10.5634
10194,32.617
10195,10.4019
10196,58.1084
10197,67.3348
10198,21.4569
10199,49.493
10200,48.1794
10201,29.0015
10202,74.2279
10203,26.2287
10204,69.6364
10205,28.8608
10206,63.1885
10207,75.4061
10208,21.6432
10209,51.1833
10210,31.271
10211,40.9484
10212,22.3783
10213,39.2233
10214,21.7256
10215,48.2173
10216,60.144
10217,29.3729
10218,26.7732
10219,85.4667
10220,53.8191
10221,9.59571
10222,69.9846
10223,65.796
10224,13.5173
10225,27.1876
10226,87.6317
10227,69.5486
10228,48.422
10229,21.0264
10230,78.6491
10231,75.5176
10232,84.4975
10233,37.8833
10234,84.1076
10235,46.2744
10236,12.5477
10237,85.7623
10238,90.9071
10239,37.8908
10240,13.9494
10241,49.1166
10242,89.1082
10243,34.6634
10244,62.5428
10245,35.2298
10246,52.5018
10247,48.3378
10248,54.1407
10249,92.8107
10250,73.5115
10251,42.8309
10252,27.5646
10253,48.2297
10254,54.4651
10255,48.3911
10256,12.0793
10257,26.3808
10258,82.1782
10259,85.4171
10260,76.6475
10261,89.1841
10262,72.1369
10263,18.5601
10264,42.6728
10265,42.4138
10266,10.6228
10267,33.9041
10268,29.356
10269,51.647
10270,43.8421
10271,51.0919
10272,57.009
10273,34.542
10274,25.4665
10275,10.8371
10276,48.3114
10277,49.4248
10278,87.7557
10279,28.7589
10280,56.0501
10281,59.554
10282,67.4402
10283,30.5428
10284,29.5409
10285,29.7742
10286,37.4069
10287,57.3349
10288,80.0176
10289,80.2694
10290,34.2812
10291,93.7704
10292,24.0595
10293,11.4029
10294,46.8485
10295,69.2207
10296,70.8592
10297,36.4015
10298,58.1765
10299,34.6061
10300,31.2222
10301,53.1218
10302,86.7394
10303,27.926
10304,56.3504
10305,67.4821
10306,83.4448
10307,7.80395
10308,89.3318
10309,85.119
10310,23.5098
10311,92.6012
10312,42.0512
10313,56.2148
10314,13.7089
10315,61.3589
10316,80.3882
10317,73.7633
10318,39.2107
10319,58.2325
10320,73.7717
10321,71.8597
10322,30.1128
10323,34.4139
10324,42.8357
10325,68.5377
10326,63.216
10327,52.3061
10328,56.8806
10329,75.2272
10330,46.8124
10331,80.7813
10332,47.4515
10333,29.8902
10334,42.0285
10335,65.9913
10336,51.2788
10337,26.6036
10338,19.3089
10339,25.3566
10340,63.3056
10341,74.7627
10342,82.9998
10343,27.0338
10344,67.0222
10345,86.5246
10346,45.8028
10347,31.3122
10348,53.5736
10349,14.4546
10350,12.3523
10351,75.5062
10352,93.951
10353,62.3012
10354,66.157
10355,34.2836
10356,19.7757
10357,16.9988
10358,83.2972
10359,43.1544
10360,30.442
10361,55.9232
10362,39.1905
10363,84.2402
10364,30.7733
10365,53.3954
10366,38.4079
10367,29.2491
10368,16.2429
10369,43.939
10370,73.8425
10371,51.9607
10372,11.3433
10373,29.8548
10374,71.6203
10375,95.2459
10376,28.7742
10377,60.0291
10378,66.7028
10379,31.6435
10380,42.2949
10381,45.6533
10382,42.1167
10383,55.8266
10384,13.6616
10385,30.7997
10386,75.0107
10387,17.5095
10388,31.9147
10389,87.8433
10390,30.0035
10391,84.4035
10392,14.2275
10393,37.8033
10394,48.3516
10395,72.1808
10396,68.77
10397,88.3034
10398,81.5719
10399,32.8834
10400,43.1605
10401,46.3274
10402,13.6082
10403,36.5412
10404,83.7671
10405,16.5352
10406,90.2403
10407,77.9724
10408,31.3073
10409,74.1901
10410,31.561
10411,87.5601
10412,34.1433
10413,54.3311
10414,27.2572
10415,15.4258
10416,22.2202
10417,30.1573
10418,26.1319
10419,35.8775
10420,44.7152
10421,88.2891
10422,38.8123
10423,32.986
10424,42.8805
10425,58.7792
10426,49.8871
10427,61.0961
10428,34.4795
10429,92.3764
10430,73.7692
10431,70.008
10432,35.0356
10433,13.7625
10434,25.7836
10435,71.6567
10436,40.1146
10437,75.2417
10438,28.8208
10439,89.6143
10440,57.2097
10441,41.8719
10442,22.5177
10443,39.4366
10444,42.2729
10445,85.5611
10446,71.265
10447,12.6067
10448,71.0135
10449,78.4793
10450,50.3173
10451,28.7819
10452,26.6775
10453,42.157
10454,87.8593
10455,85.2161
10456,10.7889
10457,57.9584
10458,24.8013
10459,49.2585
10460,39.8421
10461,80.3343
10462,51.0525
10463,41.8264
10464,43.2905
10465,19.906
10466,68.1291
10467,43.8823
10468,45.95
10469,44.7444
10470,82.8582
10471,57.8863
10472,62.6696
10473,31.9556
10474,56.6144
10475,61.1974
10476,66.4856
10477,82.3696
10478,20.5778
10479,25.3867
10480,42.5003
10481,65.237
10482,30.7212
10483,20.7918
10484,58.7403
10485,62.2881
10486,79.7123
10487,24.1234
10488,40.0757
10489,69.2848
10490,80.2556
10491,30.1672
10492,41.4811
10493,64.6661
10494,37.6237
10495,31.302
10496,16.1335
10497,18.1606
10498,29.9682
10499,79.2787
10500,41.9985
10501,27.7286
10502,42.3172
10503,12.233
10504,89.6436
10505,34.4904
10506,34.5606
10507,84.1993
10508,71.2694
10509,87.9936
10510,58.9603
10511,50.6671
10512,34.1966
10513,27.5716
10514,78.7843
10515,26.3556
10516,86.1279
10517,35.4144
10518,48.7198
10519,34.5322
10520,85.184
10521,78.7559
10522,13.9145
10523,62.5541
10524,34.817
10525,34.0242
10526,49.636
10527,81.8929
10528,79.0526
10529,68.4135
10530,45.6844
10531,67.2854
10532,83.8533
10533,51.9815
10534,90.1657
10535,14.2595
10536,58.548
10537,42.6474
10538,39.7387
