Id,reference
10001,34.9718
10002,43.3589
10003,34.8702
10004,72.0629
10005,61.1037
10006,58.7314
10007,72.4986
10008,64.8443
10009,44.2674
10010,92.2811
10011,65.3547
10012,33.4287
10013,41.2334
10014,67.4207
10015,34.8269
10016,69.5283
10017,28.0296
10018,61.3974
10019,26.0557
10020,52.5306
10021,85.9577
10022,93.2047
10023,64.8248
10024,32.4611
10025,73.1129
10026,52.0696
10027,57.0331
10028,32.8445
10029,90.5344
10030,33.5676
10031,69.7027
10032,37.4181
10033,38.6321
10034,65.2675
10035,64.5002
10036,48.7204
10037,7.48062
10038,17.9462
10039,27.6182
10040,74.5073
10041,55.4276
10042,39.3572
10043,91.5198
10044,17.7945
10045,22.032
10046,28.6541
10047,37.1502
10048,86.5524
10049,72.1046
10050,20.7263
10051,29.5102
10052,88.2518
10053,51.4137
10054,92.1862
10055,78.3018
10056,44.4372
10057,24.103
10058,75.071
10059,54.156
10060,63.8493
10061,34.6763
10062,8.10226
10063,56.6012
10064,15.5142
10065,44.4305
10066,29.7519
10067,66.9467
10068,83.0804
10069,84.9495
10070,36.956
10071,29.2743
10072,31.4846
10073,31.172
10074,53.2815
10075,45.8177
10076,21.2782
10077,63.039
10078,36.0484
10079,61.1791
10080,43.5952
10081,13.1181
10082,7.54979
10083,33.9202
10084,73.3007
10085,9.85505
10086,47.369
10087,27.8851
10088,49.9682
10089,84.7098
10090,84.1912
10091,45.3087
10092,41.6446
10093,30.9768
10094,59.0216
10095,39.7101
10096,75.348
10097,41.7853
10098,42.2757
10099,43.9353
10100,27.3094
10101,87.44
10102,29.5773
10103,87.602
10104,82.7928
10105,45.3835
10106,9.70038
10107,64.5436
10108,13.3115
10109,90.52
10110,51.3297
10111,34.7665
10112,42.9699
10113,30.8975
10114,32.6719
10115,93.6853
10116,60.3252
10117,20.9511
10118,12.9461
10119,12.3883
10120,47.4528
10121,77.7282
10122,34.5918
10123,57.0881
10124,73.8016
10125,30.6597
10126,31.7323
10127,82.5536
10128,43.6663
10129,18.1021
10130,50.1294
10131,19.6102
10132,35.3066
10133,30.6791
10134,30.7203
10135,44.1147
10136,51.051
10137,47.559
10138,40.2803
10139,38.3409
10140,36.5358
10141,69.023
10142,38.0747
10143,64.2801
10144,67.2466
10145,12.1705
10146,12.6568
10147,44.3847
10148,74.4625
10149,41.9845
10150,84.3386
10151,7.82802
10152,84.5064
10153,35.8788
10154,79.3181
10155,54.9824
10156,86.5021
10157,91.1122
10158,88.9707
10159,65.3848
10160,34.0261
10161,76.4604
10162,31.4589
10163,29.8609
10164,46.7398
10165,16.3236
10166,48.1944
10167,88.3667
10168,26.5626
10169,7.4997
10170,34.0492
10171,65.1597
10172,30.7266
10173,60.3178
10174,40.3366
10175,33.5005
10176,27.8527
10177,20.8239
10178,57.4544
10179,49.3073
10180,51.9542
10181,71.0283
10182,52.1698
10183,35.9894
10184,88.0539
10185,61.7715
10186,35.2665
10187,79.2717
10188,36.5827
10189,55.2573
10190,15.6986
10191,55.4362
10192,54.7145
10193,10.7153
10194,34.3281
10195,10.9394
10196,58.5854
10197,66.517
10198,19.2825
10199,50.0329
10200,47.2662
10201,28.4486
10202,74.385
10203,26.2844
10204,70.63
10205,25.5531
10206,64.5539
10207,75.1594
10208,21.1078
10209,50.5269
10210,29.9763
10211,44.0949
10212,21.9162
10213,39.3775
10214,23.2988
10215,47.4767
10216,60.5757
10217,28.7661
10218,26.5944
10219,84.9564
10220,52.7589
10221,9.19445
10222,68.7213
10223,66.7454
10224,13.6715
10225,27.9312
10226,87.4818
10227,70.6558
10228,48.605
10229,19.9291
10230,80.1512
10231,75.0838
10232,83.4918
10233,37.9497
10234,84.9516
10235,45.4819
10236,12.2641
10237,85.2442
10238,90.2593
10239,40.7414
10240,14.0198
10241,48.5318
10242,90.1423
10243,34.5283
10244,64.5153
10245,35.313
10246,53.0857
10247,47.9509
10248,54.4138
10249,92.8936
10250,73.7886
10251,41.973
10252,27.3606
10253,48.7318
10254,54.2998
10255,47.6107
10256,11.1981
10257,25.8312
10258,81.3867
10259,86.4527
10260,76.4297
10261,89.1605
10262,77.1934
10263,18.6483
10264,43.2777
10265,41.2119
10266,11.1291
10267,33.4883
10268,29.2863
10269,51.7887
10270,44.6645
10271,51.8482
10272,56.6952
10273,34.6773
10274,25.8626
10275,9.40966
10276,48.4695
10277,48.5047
10278,86.6615
10279,27.7596
10280,55.553
10281,59.9959
10282,67.1775
10283,29.2001
10284,29.4742
10285,30.1146
10286,37.1587
10287,58.9184
10288,80.0682
10289,80.6394
10290,33.9029
10291,94.0334
10292,23.6983
10293,10.9059
10294,46.259
10295,69.7647
10296,71.4626
10297,36.4207
10298,56.7668
10299,35.2444
10300,30.3384
10301,52.2999
10302,86.2787
10303,28.2958
10304,58.5136
10305,68.1114
10306,82.8901
10307,7.75349
10308,89.7705
10309,84.6413
10310,22.6135
10311,93.4092
10312,42.8005
10313,55.8989
10314,12.6195
10315,61.4004
10316,80.6765
10317,74.2768
10318,38.6017
10319,61.3858
10320,72.797
10321,69.2536
10322,28.893
10323,34.5308
10324,43.5597
10325,69.055
10326,64.4321
10327,52.8048
10328,57.5168
10329,74.5762
10330,46.4109
10331,80.4995
10332,47.591
10333,30.4381
10334,41.5729
10335,66.3727
10336,51.675
10337,27.0839
10338,19.8258
10339,26.5007
10340,63.3505
10341,75.1559
10342,83.118
10343,27.5541
10344,65.0492
10345,86.6042
10346,46.5727
10347,30.623
10348,53.9102
10349,13.9108
10350,12.6967
10351,74.9815
10352,93.9684
10353,61.1272
10354,67.2554
10355,34.1741
10356,19.7912
10357,17.5207
10358,82.0694
10359,44.2499
10360,31.6048
10361,56.0739
10362,38.8347
10363,84.3017
10364,31.4331
10365,51.5871
10366,38.4263
10367,30.375
10368,16.1541
10369,43.6795
10370,74.6527
10371,52.1578
10372,10.6829
10373,34.2443
10374,66.0883
10375,95.5173
10376,28.8772
10377,59.0064
10378,67.1718
10379,29.3446
10380,42.7825
10381,44.4709
10382,42.1343
10383,55.8422
10384,14.183
10385,29.662
10386,74.7046
10387,14.8744
10388,32.005
10389,87.5385
10390,30.9749
10391,84.3612
10392,13.9123
10393,38.1814
10394,48.4232
10395,72.475
10396,67.8503
10397,88.3659
10398,80.7908
10399,32.9593
10400,42.8502
10401,46.0776
10402,13.953
10403,36.3341
10404,84.6692
10405,16.1828
10406,87.3809
10407,77.3252
10408,31.9202
10409,73.2963
10410,29.6715
10411,87.078
10412,33.86
10413,53.7391
10414,27.582
10415,16.3053
10416,22.7441
10417,31.2698
10418,26.6487
10419,36.3513
10420,46.3489
10421,87.4012
10422,38.5865
10423,33.9068
10424,43.1924
10425,56.5316
10426,50.3372
10427,60.5114
10428,32.0955
10429,91.4142
10430,74.3484
10431,70.6286
10432,34.8453
10433,13.7287
10434,25.7317
10435,72.1295
10436,40.1113
10437,75.5769
10438,28.6549
10439,89.6884
10440,55.7072
10441,40.3926
10442,22.3995
10443,39.22
10444,42.1511
10445,85.1385
10446,70.5519
10447,12.8603
10448,70.6869
10449,77.878
10450,50.7427
10451,29.1877
10452,26.7372
10453,41.7421
10454,87.7706
10455,85.3341
10456,10.3899
10457,57.086
10458,24.2337
10459,49.4031
10460,38.992
10461,80.3551
10462,51.8385
10463,41.7359
10464,43.5384
10465,19.6303
10466,68.1342
10467,46.2876
10468,45.3696
10469,44.3521
10470,82.5759
10471,58.8973
10472,61.5171
10473,32.5777
10474,55.9171
10475,58.6357
10476,67.1619
10477,83.2141
10478,20.4439
10479,25.6551
10480,43.1122
10481,66.0587
10482,30.4909
10483,20.1177
10484,58.7162
10485,61.0285
10486,80.0558
10487,24.2901
10488,38.8777
10489,70.4754
10490,80.8031
10491,29.9279
10492,40.1849
10493,64.9682
10494,37.4524
10495,30.503
10496,15.6691
10497,18.9188
10498,28.7812
10499,79.295
10500,42.3239
10501,26.2807
10502,42.3871
10503,11.4565
10504,90.0074
10505,34.6955
10506,36.1078
10507,83.5303
10508,72.9635
10509,87.3975
10510,59.8704
10511,50.9404
10512,34.1884
10513,26.2321
10514,78.7415
10515,26.1575
10516,86.1923
10517,35.078
10518,48.2859
10519,34.4307
10520,85.6392
10521,76.3596
10522,13.0158
10523,63.4169
10524,33.9542
10525,29.3335
10526,49.9961
10527,81.5486
10528,78.8107
10529,67.3393
10530,46.4263
10531,63.8189
10532,83.6311
10533,49.5156
10534,89.6625
10535,16.3583
10536,60.4253
10537,42.7827
10538,39.7142
10539,16.4749
10540,55.8017
10541,33.7667
10542,74.7111
10543,85.6335
10544,50.2241
10545,68.2605
10546,29.3039
10547,21.9046
10548,91.4388
